FLAG,ASSET NAME,ASSET ID,LAST SEEN LOCATION,LAST SEEN TIME,LOCATIONS,LAST LATITUDE,LAST LONGITUDE,SHARED_TO,TYPE,GROUPS,DESCRIPTION,COMMENT,GPS TAG,BATTERY,CREATED AT,UPDATED AT
NONE,Tortoise,ESP-01-H,"San Cristobal County, EC",2020-06-18 14:58 EDT,Isla Espanola(3 days),-1.37629508972168,-89.6871256828308,"","",Espanola 15,"16056375	1	H	2-3210269
","","","",2020-06-09 21:20 EDT,2020-06-18 14:58 EDT
NONE,Tortoise,ESP-02-H,"San Cristobal County, EC",2020-06-18 15:00 EDT,Isla Espanola(3 days),-1.3661777973175,-89.6933698654175,"","",Espanola 15,"016300370	2	H	2-3210525
","","","",2020-06-09 21:20 EDT,2020-06-18 15:00 EDT
NONE,Tortoise,ESP-03-H,"San Cristobal County, EC",2020-06-18 15:03 EDT,Isla Espanola(3 days),-1.36377453804016,-89.6955585479736,"","",Espanola 15,"015514309	3	M	2-3211047
","","","",2020-06-11 15:39 EDT,2020-06-18 15:03 EDT
NONE,Tortoise,ESP-04-H,"San Cristobal County, EC",2020-06-18 16:00 EDT,Isla Espanola(3 days),-1.36625289916992,-89.6934127807617,"","",Espanola 15,"16112529	4	H	2-3210885
","","","",2020-06-11 15:41 EDT,2020-06-18 15:59 EDT
NONE,Tortoise,ESP-05-M,"San Cristobal County, EC",2020-06-18 15:24 EDT,Isla Espanola(3 days),-1.36526584625244,-89.6953654289246,"","",Espanola 15,"12068332	5	M	2-3210655
","","","",2020-06-11 15:53 EDT,2020-06-18 15:23 EDT
NONE,Tortoise,ESP-06-H,"San Cristobal County, EC",2020-06-18 00:02 EDT,Isla Espanola(3 days),-1.3689136505127,-89.6937561035156,"","",Espanola 15,"16015526	6	H	2-3211169
","","","",2020-06-11 16:10 EDT,2020-06-18 00:01 EDT
NONE,Tortoise,ESP-07-H,"San Cristobal County, EC",2020-06-18 15:03 EDT,Isla Espanola(3 days),-1.36646747589111,-89.6937346458435,"","",Espanola 15,17030541	7	H	2-3210215,"","","",2020-06-11 16:11 EDT,2020-06-18 15:02 EDT
NONE,Tortoise,ESP-08-H,"San Cristobal County, EC",2020-06-18 14:22 EDT,Isla Espanola(3 days),-1.36686444282532,-89.6971464157104,"","",Espanola 15,"017535372	8	H	2-3210572
","","","",2020-06-11 16:12 EDT,2020-06-18 14:21 EDT
NONE,Tortoise,ESP-09-H,"San Cristobal County, EC",2020-06-18 15:14 EDT,Isla Espanola(3 days),-1.3667893409729,-89.6933698654175,"","",Espanola 15,"016020535	9	H	2-3208797
","","","",2020-06-11 16:13 EDT,2020-06-18 15:13 EDT
NONE,Tortoise,ESP-10-H,"San Cristobal County, EC",2020-06-17 14:56 EDT,Isla Espanola(3 days),-1.36624217033386,-89.6933054924011,"","",Espanola 15,"015775105	10	H	2-3209885
","","","",2020-06-11 16:14 EDT,2020-06-17 14:56 EDT
NONE,Tortoise,ESP-11-H,"San Cristobal County, EC",2020-06-18 06:00 EDT,Isla Espanola(3 days),-1.36544823646545,-89.6923184394836,"","",Espanola 15,"017559068	11	H	2-3210163
","","","",2020-06-11 16:15 EDT,2020-06-18 05:59 EDT
NONE,Tortoise,ESP-12-H,"San Cristobal County, EC",2020-06-18 16:29 EDT,Isla Espanola(3 days),-1.36549115180969,-89.6942710876465,"","",Espanola 15,"16064360	12	H	2-3210806
","","","",2020-06-11 16:16 EDT,2020-06-18 16:28 EDT
NONE,Tortoise,ESP-13-H,"San Cristobal County, EC",2020-06-18 13:54 EDT,Isla Espanola(2 days),-1.36659622192383,-89.6931767463684,"","",Espanola 15,"42075028	13	H	2-3207626
","","","",2020-06-11 16:17 EDT,2020-06-18 13:54 EDT
NONE,Tortoise,ESP-14-H,"San Cristobal County, EC",2020-06-18 14:57 EDT,Isla Espanola(3 days),-1.3653838634491,-89.693820476532,"","",Espanola 15,"051866528	14	H	2-3211142
","","","",2020-06-11 16:17 EDT,2020-06-18 14:57 EDT
NONE,Tortoise,ESP-15-M,"San Cristobal County, EC",2020-06-18 09:40 EDT,Isla Espanola(3 days),-1.36131763458252,-89.7007513046265,"","",Espanola 15,"41864112	15	M	2-3208844
","","","",2020-06-11 16:18 EDT,2020-06-18 09:40 EDT

