FLAG,ASSET NAME,ASSET ID,LAST SEEN LOCATION,LAST SEEN TIME,LOCATIONS,TYPE,LAST LATITUDE,LAST LONGITUDE,SHARED_TO,GROUPS,DESCRIPTION,COMMENT,GPS TAG,BATTERY,CREATED AT,UPDATED AT,MODEL,MAKE,SERIAL NUM
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/9/2020 22:11,Isla Espanola,Giant Tortoise,-0.708178282,-90.32381773,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 2:02,Isla Espanola,Giant Tortoise,-0.708178282,-90.3238821,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 5:54,Isla Espanola,Giant Tortoise,-0.708156824,-90.32390356,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 9:54,Isla Espanola,Giant Tortoise,-0.708156824,-90.32386065,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 14:04,Isla Espanola,Giant Tortoise,-0.708146095,-90.32396793,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 21:55,Isla Espanola,Giant Tortoise,-0.708178282,-90.32386065,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/11/2020 2:08,Isla Espanola,Giant Tortoise,-0.708156824,-90.3238821,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/11/2020 10:01,Isla Espanola,Giant Tortoise,-0.708146095,-90.3238821,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Unnamed Road, Puerto Ayora, EC",6/13/2020 7:01,Isla Espanola,Giant Tortoise,-0.738723278,-90.3019309,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Unnamed Road, Puerto Ayora, EC",6/13/2020 14:05,Isla Espanola,Giant Tortoise,-0.738734007,-90.30182362,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Unnamed Road, Puerto Ayora, EC",6/13/2020 22:53,Isla Espanola,Giant Tortoise,-0.738755465,-90.30188799,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
Unnamed Road, Puerto Ayora, EC",6/14/2020 9:57,Isla Espanola,Giant Tortoise,-0.73879838,-90.30188799,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Santa Cruz Island 
12 de Febrero, Puerto Ayora, EC",6/14/2020 22:01,Isla Espanola,Giant Tortoise,-0.746394396,-90.30907631,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/15/2020 13:52,Isla Espanola,Giant Tortoise,-1.366199255,-89.69261885,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/15/2020 22:06,Isla Espanola,Giant Tortoise,-1.366199255,-89.69261885,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 5:52,Isla Espanola,Giant Tortoise,-1.366199255,-89.69261885,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 9:52,Isla Espanola,Giant Tortoise,-1.36624217,-89.69251156,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 14:07,Isla Espanola,Giant Tortoise,-1.368377209,-89.69006538,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 22:08,Isla Espanola,Giant Tortoise,-1.368409395,-89.69006538,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 2:04,Isla Espanola,Giant Tortoise,-1.368409395,-89.69006538,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 6:01,Isla Espanola,Giant Tortoise,-1.368387938,-89.69006538,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 9:52,Isla Espanola,Giant Tortoise,-1.368602514,-89.69000101,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 18:07,Isla Espanola,Giant Tortoise,-1.373548508,-89.68776941,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 22:01,Isla Espanola,Giant Tortoise,-1.373537779,-89.68776941,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 1:52,Isla Espanola,Giant Tortoise,-1.373548508,-89.68776941,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 5:52,Isla Espanola,Giant Tortoise,-1.373548508,-89.68776941,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 9:58,Isla Espanola,Giant Tortoise,-1.373591423,-89.68774796,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 14:58,Isla Espanola,Giant Tortoise,-1.37629509,-89.68712568,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 18:07,Isla Espanola,Giant Tortoise,-1.376434565,-89.68723297,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 1:58,Isla Espanola,Giant Tortoise,-1.376434565,-89.68723297,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 5:52,Isla Espanola,Giant Tortoise,-1.376434565,-89.68723297,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 14:00,Isla Espanola,Giant Tortoise,-1.378194094,-89.68738317,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 17:52,Isla Espanola,Giant Tortoise,-1.378172636,-89.68738317,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 21:52,Isla Espanola,Giant Tortoise,-1.377818584,-89.68734026,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 1:52,Isla Espanola,Giant Tortoise,-1.377882957,-89.68734026,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 6:00,Isla Espanola,Giant Tortoise,-1.377925873,-89.68738317,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 19:10,Isla Espanola,Giant Tortoise,-1.382871866,-89.68708277,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/21/2020 1:52,Isla Espanola,Giant Tortoise,-1.382689476,-89.68697548,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/21/2020 13:52,Isla Espanola,Giant Tortoise,-1.382828951,-89.68697548,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/22/2020 1:59,Isla Espanola,Giant Tortoise,-1.383043528,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/22/2020 14:00,Isla Espanola,Giant Tortoise,-1.383011341,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/22/2020 22:13,Isla Espanola,Giant Tortoise,-1.383043528,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/23/2020 2:05,Isla Espanola,Giant Tortoise,-1.38302207,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/23/2020 9:52,Isla Espanola,Giant Tortoise,-1.382979155,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/23/2020 21:52,Isla Espanola,Giant Tortoise,-1.382077932,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/24/2020 1:52,Isla Espanola,Giant Tortoise,-1.382067204,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/24/2020 9:52,Isla Espanola,Giant Tortoise,-1.382067204,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/24/2020 18:08,Isla Espanola,Giant Tortoise,-1.381970644,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/24/2020 22:00,Isla Espanola,Giant Tortoise,-1.382067204,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/26/2020 2:06,Isla Espanola,Giant Tortoise,-1.382067204,-89.68680382,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/27/2020 6:00,Isla Espanola,Giant Tortoise,-1.382067204,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/27/2020 9:52,Isla Espanola,Giant Tortoise,-1.382067204,-89.68680382,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/27/2020 21:59,Isla Espanola,Giant Tortoise,-1.382174492,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/28/2020 1:57,Isla Espanola,Giant Tortoise,-1.382174492,-89.68686819,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/28/2020 6:07,Isla Espanola,Giant Tortoise,-1.382174492,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/28/2020 10:02,Isla Espanola,Giant Tortoise,-1.382174492,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/28/2020 17:52,Isla Espanola,Giant Tortoise,-1.382335424,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/29/2020 2:07,Isla Espanola,Giant Tortoise,-1.382324696,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/29/2020 5:52,Isla Espanola,Giant Tortoise,-1.382324696,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/29/2020 10:10,Isla Espanola,Giant Tortoise,-1.382324696,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/29/2020 14:05,Isla Espanola,Giant Tortoise,-1.382313967,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/29/2020 17:52,Isla Espanola,Giant Tortoise,-1.382313967,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/29/2020 21:52,Isla Espanola,Giant Tortoise,-1.382335424,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/30/2020 2:07,Isla Espanola,Giant Tortoise,-1.382324696,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/30/2020 6:00,Isla Espanola,Giant Tortoise,-1.382335424,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/30/2020 13:52,Isla Espanola,Giant Tortoise,-1.382367611,-89.68680382,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/30/2020 18:07,Isla Espanola,Giant Tortoise,-1.383343935,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",6/30/2020 22:00,Isla Espanola,Giant Tortoise,-1.383343935,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/1/2020 9:58,Isla Espanola,Giant Tortoise,-1.383343935,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/1/2020 14:00,Isla Espanola,Giant Tortoise,-1.383365393,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/1/2020 17:52,Isla Espanola,Giant Tortoise,-1.383365393,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/2/2020 1:58,Isla Espanola,Giant Tortoise,-1.383365393,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/2/2020 5:52,Isla Espanola,Giant Tortoise,-1.383365393,-89.68744755,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/2/2020 14:05,Isla Espanola,Giant Tortoise,-1.38330102,-89.68738317,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/2/2020 17:57,Isla Espanola,Giant Tortoise,-1.382861137,-89.68697548,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/3/2020 2:02,Isla Espanola,Giant Tortoise,-1.38283968,-89.68697548,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/3/2020 5:59,Isla Espanola,Giant Tortoise,-1.382828951,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/3/2020 10:02,Isla Espanola,Giant Tortoise,-1.382828951,-89.68701839,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/3/2020 14:07,Isla Espanola,Giant Tortoise,-1.381927729,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/3/2020 21:59,Isla Espanola,Giant Tortoise,-1.382174492,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/4/2020 1:52,Isla Espanola,Giant Tortoise,-1.382142305,-89.68682528,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/4/2020 6:07,Isla Espanola,Giant Tortoise,-1.381927729,-89.68680382,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/4/2020 10:06,Isla Espanola,Giant Tortoise,-1.38209939,-89.68680382,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/4/2020 22:04,Isla Espanola,Giant Tortoise,-1.382077932,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/5/2020 1:58,Isla Espanola,Giant Tortoise,-1.382067204,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/5/2020 13:59,Isla Espanola,Giant Tortoise,-1.382077932,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/5/2020 17:58,Isla Espanola,Giant Tortoise,-1.382067204,-89.68680382,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/5/2020 21:52,Isla Espanola,Giant Tortoise,-1.38209939,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/6/2020 2:05,Isla Espanola,Giant Tortoise,-1.38209939,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/6/2020 9:52,Isla Espanola,Giant Tortoise,-1.382067204,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/6/2020 14:07,Isla Espanola,Giant Tortoise,-1.382077932,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/6/2020 18:06,Isla Espanola,Giant Tortoise,-1.382067204,-89.68688965,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/6/2020 22:13,Isla Espanola,Giant Tortoise,-1.382077932,-89.68686819,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/7/2020 1:52,Isla Espanola,Giant Tortoise,-1.382067204,-89.68688965,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/7/2020 10:02,Isla Espanola,Giant Tortoise,-1.382067204,-89.68686819,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/8/2020 9:52,Isla Espanola,Giant Tortoise,-1.381927729,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/9/2020 5:59,Isla Espanola,Giant Tortoise,-1.38209939,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/9/2020 9:52,Isla Espanola,Giant Tortoise,-1.382077932,-89.6867609,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/9/2020 22:00,Isla Espanola,Giant Tortoise,-1.381562948,-89.68631029,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/10/2020 1:57,Isla Espanola,Giant Tortoise,-1.381530762,-89.68628883,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/10/2020 6:06,Isla Espanola,Giant Tortoise,-1.381498575,-89.68624592,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/10/2020 9:58,Isla Espanola,Giant Tortoise,-1.381487846,-89.68622446,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/10/2020 17:52,Isla Espanola,Giant Tortoise,-1.381498575,-89.68553782,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/11/2020 5:52,Isla Espanola,Giant Tortoise,-1.381487846,-89.68553782,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/11/2020 14:00,Isla Espanola,Giant Tortoise,-1.381466389,-89.68553782,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/11/2020 17:52,Isla Espanola,Giant Tortoise,-1.381466389,-89.68553782,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/12/2020 2:07,Isla Espanola,Giant Tortoise,-1.381466389,-89.68553782,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/12/2020 5:52,Isla Espanola,Giant Tortoise,-1.38145566,-89.68553782,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/12/2020 13:52,Isla Espanola,Giant Tortoise,-1.381466389,-89.68543053,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/12/2020 18:02,Isla Espanola,Giant Tortoise,-1.381391287,-89.68394995,,,,,,,,,,,
NONE,Tortoise,ESP-01-H,"Isla Espanola 
San Cristobal County, EC",7/12/2020 21:52,Isla Espanola,Giant Tortoise,-1.381412745,-89.68448639,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 5:54,Isla Espanola,Giant Tortoise,-0.708146095,-90.32390356,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 9:54,Isla Espanola,Giant Tortoise,-0.708124638,-90.32390356,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/10/2020 14:02,Isla Espanola,Giant Tortoise,-0.708231926,-90.32390356,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/11/2020 2:09,Isla Espanola,Giant Tortoise,-0.708253384,-90.32390356,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Av Padre Julio Herrera, Santa Cruz County, EC",6/11/2020 10:05,Isla Espanola,Giant Tortoise,-0.708146095,-90.32390356,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Unnamed Road, Puerto Ayora, EC",6/13/2020 22:52,Isla Espanola,Giant Tortoise,-0.738819838,-90.3019309,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
Unnamed Road, Puerto Ayora, EC",6/14/2020 4:11,Isla Espanola,Giant Tortoise,-0.738830566,-90.30190945,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
12 de Febrero, Puerto Ayora, EC",6/14/2020 19:02,Isla Espanola,Giant Tortoise,-0.746287107,-90.30901194,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Santa Cruz Island 
12 de Febrero, Puerto Ayora, EC",6/15/2020 4:00,Isla Espanola,Giant Tortoise,-0.748121738,-90.30590057,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,EC,6/15/2020 7:08,Isla Espanola,Giant Tortoise,-1.214160919,-89.92519855,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/15/2020 11:00,Isla Espanola,Giant Tortoise,-1.365952492,-89.69373465,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/15/2020 14:59,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/15/2020 18:53,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 2:53,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 6:59,Isla Espanola,Giant Tortoise,-1.366167068,-89.69339132,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 14:53,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/16/2020 18:58,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 2:53,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 11:01,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 15:06,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/17/2020 23:02,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 2:53,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 6:53,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 11:12,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 15:00,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/18/2020 18:53,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 3:02,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 7:00,Isla Espanola,Giant Tortoise,-1.366167068,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 10:53,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 15:09,Isla Espanola,Giant Tortoise,-1.366177797,-89.69336987,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 19:01,Isla Espanola,Giant Tortoise,-1.366435289,-89.69367027,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/19/2020 22:53,Isla Espanola,Giant Tortoise,-1.366435289,-89.69367027,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 2:53,Isla Espanola,Giant Tortoise,-1.366424561,-89.69367027,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 7:07,Isla Espanola,Giant Tortoise,-1.366424561,-89.69367027,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 10:53,Isla Espanola,Giant Tortoise,-1.366435289,-89.69367027,,,,,,,,,,,
NONE,Tortoise,ESP-02-H,"Isla Espanola 
San Cristobal County, EC",6/20/2020 14:53,Isla Espanola,Giant Tortoise,-1.366467476,-89.6937561,,,,,,,,,,,
