FLAG,ASSET NAME,ASSET ID,LAST SEEN LOCATION,LAST SEEN TIME,LOCATIONS,LAST LATITUDE,LAST LONGITUDE,SHARED_TO,TYPE,GROUPS,DESCRIPTION,COMMENT,GPS TAG,BATTERY,CREATED AT,UPDATED AT
NONE,Tortoise,ESP-01-H,"San Cristobal County, EC",2020-06-20 06:00 EDT,Isla Espanola(5 days),-1.37792587280273,-89.6873831748962,"","",Espanola 15,"16056375	1	H	2-3210269
","","","",2020-06-09 21:20 EDT,2020-06-20 06:00 EDT
NONE,Tortoise,ESP-02-H,"San Cristobal County, EC",2020-06-20 14:53 EDT,Isla Espanola(5 days),-1.36646747589111,-89.6937561035156,"","",Espanola 15,"016300370	2	H	2-3210525
","","","",2020-06-09 21:20 EDT,2020-06-20 14:52 EDT
NONE,Tortoise,ESP-03-H,"San Cristobal County, EC",2020-06-20 11:05 EDT,Isla Espanola(5 days),-1.3637101650238,-89.6996355056763,"","",Espanola 15,"015514309	3	M	2-3211047
","","","",2020-06-11 15:39 EDT,2020-06-20 11:05 EDT
NONE,Tortoise,ESP-04-H,"San Cristobal County, EC",2020-06-20 13:09 EDT,Isla Espanola(5 days),-1.36593103408813,-89.6931982040405,"","",Espanola 15,"16112529	4	H	2-3210885
","","","",2020-06-11 15:41 EDT,2020-06-20 13:08 EDT
NONE,Tortoise,ESP-05-M,"San Cristobal County, EC",2020-06-20 15:09 EDT,Isla Espanola(5 days),-1.36324882507324,-89.695987701416,"","",Espanola 15,"12068332	5	M	2-3210655
","","","",2020-06-11 15:53 EDT,2020-06-20 15:08 EDT
NONE,Tortoise,ESP-06-H,"San Cristobal County, EC",2020-06-20 11:56 EDT,Isla Espanola(5 days),-1.37266874313354,-89.6958374977112,"","",Espanola 15,"16015526	6	H	2-3211169
","","","",2020-06-11 16:10 EDT,2020-06-20 11:55 EDT
NONE,Tortoise,ESP-07-H,"San Cristobal County, EC",2020-06-20 07:02 EDT,Isla Espanola(5 days),-1.36660695075989,-89.6943140029907,"","",Espanola 15,17030541	7	H	2-3210215,"","","",2020-06-11 16:11 EDT,2020-06-20 07:01 EDT
NONE,Tortoise,ESP-08-H,"San Cristobal County, EC",2020-06-20 14:28 EDT,Isla Espanola(5 days),-1.36451482772827,-89.7021889686584,"","",Espanola 15,"017535372	8	H	2-3210572
","","","",2020-06-11 16:12 EDT,2020-06-20 14:27 EDT
NONE,Tortoise,ESP-09-H,"San Cristobal County, EC",2020-06-20 15:10 EDT,Isla Espanola(5 days),-1.36681079864502,-89.6934771537781,"","",Espanola 15,"016020535	9	H	2-3208797
","","","",2020-06-11 16:13 EDT,2020-06-20 15:10 EDT
NONE,Tortoise,ESP-10-H,"San Cristobal County, EC",2020-06-20 15:13 EDT,Isla Espanola(5 days),-1.36701464653015,-89.6933054924011,"","",Espanola 15,"015775105	10	H	2-3209885
","","","",2020-06-11 16:14 EDT,2020-06-20 15:13 EDT
NONE,Tortoise,ESP-11-H,"San Cristobal County, EC",2020-06-20 14:07 EDT,Isla Espanola(5 days),-1.36462211608887,-89.6918892860413,"","",Espanola 15,"017559068	11	H	2-3210163
","","","",2020-06-11 16:15 EDT,2020-06-20 14:06 EDT
NONE,Tortoise,ESP-12-H,"San Cristobal County, EC",2020-06-20 08:21 EDT,Isla Espanola(5 days),-1.36535167694092,-89.6944642066956,"","",Espanola 15,"16064360	12	H	2-3210806
","","","",2020-06-11 16:16 EDT,2020-06-20 08:21 EDT
NONE,Tortoise,ESP-13-H,"San Cristobal County, EC",2020-06-20 09:54 EDT,Isla Espanola(4 days),-1.36657476425171,-89.6931767463684,"","",Espanola 15,"42075028	13	H	2-3207626
","","","",2020-06-11 16:17 EDT,2020-06-20 09:54 EDT
NONE,Tortoise,ESP-14-H,"San Cristobal County, EC",2020-06-20 15:13 EDT,Isla Espanola(5 days),-1.36508345603943,-89.6951079368591,"","",Espanola 15,"051866528	14	H	2-3211142
","","","",2020-06-11 16:17 EDT,2020-06-20 15:12 EDT
NONE,Tortoise,ESP-15-M,"San Cristobal County, EC",2020-06-20 13:48 EDT,Isla Espanola(5 days),-1.36160731315613,-89.6981549263,"","",Espanola 15,"41864112	15	M	2-3208844
","","","",2020-06-11 16:18 EDT,2020-06-20 13:47 EDT

