FLAG,ASSET NAME,ASSET ID,LAST SEEN LOCATION,LAST SEEN TIME,LOCATIONS,LAST LATITUDE,LAST LONGITUDE,SHARED_TO,TYPE,GROUPS,DESCRIPTION,COMMENT,GPS TAG,BATTERY,CREATED AT,UPDATED AT
NONE,Tortoise,ESP-12-H,EC,2020-06-15 08:16 EDT,Isla Espanola(about 1 hour),-1.34466648101807,-89.6976613998413,"","",Espanola 15,"16064360	12	H	2-3210806
","","","",2020-06-11 16:16 EDT,2020-06-15 08:15 EDT
NONE,Tortoise,ESP-03-H,EC,2020-06-15 07:10 EDT,"",-1.21938586235046,-89.9179458618164,"","",Espanola 15,"015514309	3	M	2-3211047
","","","",2020-06-11 15:39 EDT,2020-06-15 07:10 EDT
NONE,Tortoise,ESP-14-H,EC,2020-06-15 07:09 EDT,"",-1.22216463088989,-89.9141263961792,"","",Espanola 15,"051866528	14	H	2-3211142
","","","",2020-06-11 16:17 EDT,2020-06-15 07:09 EDT
NONE,Tortoise,ESP-05-M,EC,2020-06-15 07:09 EDT,"",-1.24439477920532,-89.882755279541,"","",Espanola 15,"12068332	5	M	2-3210655
","","","",2020-06-11 15:53 EDT,2020-06-15 07:08 EDT
NONE,Tortoise,ESP-07-H,EC,2020-06-15 07:08 EDT,"",-1.21919274330139,-89.9182033538818,"","",Espanola 15,17030541	7	H	2-3210215,"","","",2020-06-11 16:11 EDT,2020-06-15 07:08 EDT
NONE,Tortoise,ESP-02-H,EC,2020-06-15 07:08 EDT,"",-1.21416091918945,-89.9251985549927,"","",Espanola 15,"016300370	2	H	2-3210525
","","","",2020-06-09 21:20 EDT,2020-06-15 07:07 EDT
NONE,Tortoise,ESP-09-H,EC,2020-06-15 07:05 EDT,"",-1.22230410575867,-89.9138689041138,"","",Espanola 15,"016020535	9	H	2-3208797
","","","",2020-06-11 16:13 EDT,2020-06-15 07:05 EDT
NONE,Tortoise,ESP-11-H,EC,2020-06-15 06:01 EDT,"",-1.0615861415863,-90.0551247596741,"","",Espanola 15,"017559068	11	H	2-3210163
","","","",2020-06-11 16:15 EDT,2020-06-15 06:01 EDT
NONE,Tortoise,ESP-15-M,EC,2020-06-15 05:34 EDT,"",-1.01075291633606,-90.0913667678833,"","",Espanola 15,"41864112	15	M	2-3208844
","","","",2020-06-11 16:18 EDT,2020-06-15 05:34 EDT
NONE,Tortoise,ESP-04-H,"854 Ave Charles Darwin, Puerto Ayora, EC",2020-06-15 04:00 EDT,Santa Cruz Island(2 days),-0.753614902496338,-90.2976393699646,"","",Espanola 15,"16112529	4	H	2-3210885
","","","",2020-06-11 15:41 EDT,2020-06-15 03:59 EDT
NONE,Tortoise,ESP-06-H,"12 de Febrero, Puerto Ayora, EC",2020-06-15 00:06 EDT,Santa Cruz Island(1 day),-0.746426582336426,-90.3091406822205,"","",Espanola 15,"16015526	6	H	2-3211169
","","","",2020-06-11 16:10 EDT,2020-06-15 00:08 EDT
NONE,Tortoise,ESP-01-H,"12 de Febrero, Puerto Ayora, EC",2020-06-14 22:01 EDT,Santa Cruz Island,-0.746394395828247,-90.3090763092041,"","",Espanola 15,"16056375	1	H	2-3210269
","","","",2020-06-09 21:20 EDT,2020-06-14 22:00 EDT
NONE,Tortoise,ESP-13-H,"12 de Febrero, Puerto Ayora, EC",2020-06-14 21:55 EDT,Santa Cruz Island(3 days),-0.746394395828247,-90.3090763092041,"","",Espanola 15,"42075028	13	H	2-3207626
","","","",2020-06-11 16:17 EDT,2020-06-14 21:55 EDT
NONE,Tortoise,ESP-10-H,"Unnamed Road, Puerto Ayora, EC",2020-06-14 19:06 EDT,Santa Cruz Island(3 days),-0.738873481750488,-90.3018879890442,"","",Espanola 15,"015775105	10	H	2-3209885
","","","",2020-06-11 16:14 EDT,2020-06-14 19:05 EDT
NONE,Tortoise,ESP-08-H,"Ave Charles Darwin, Puerto Ayora, EC",2020-06-14 18:13 EDT,Santa Cruz Island(1 day),-0.743207931518555,-90.3075957298279,"","",Espanola 15,"017535372	8	H	2-3210572
","","","",2020-06-11 16:12 EDT,2020-06-14 18:13 EDT

