FLAG,ASSET NAME,ASSET ID,LAST SEEN LOCATION,LAST SEEN TIME,LOCATIONS,LAST LATITUDE,LAST LONGITUDE,SHARED_TO,TYPE,GROUPS,DESCRIPTION,COMMENT,GPS TAG,BATTERY,CREATED AT,UPDATED AT
NONE,Tortoise,ESP-01-H,"San Cristobal County, EC",2020-06-24 22:00 EDT,Isla Espanola(9 days),-1.38206720352173,-89.6867609024048,"","",Espanola 15,"16056375	1	H	2-3210269
","","","",2020-06-09 21:20 EDT,2020-06-24 21:59 EDT
NONE,Tortoise,ESP-02-H,"San Cristobal County, EC",2020-06-24 18:53 EDT,Isla Espanola(9 days),-1.36561989784241,-89.6936702728271,"","",Espanola 15,"016300370	2	H	2-3210525
","","","",2020-06-09 21:20 EDT,2020-06-24 18:52 EDT
NONE,Tortoise,ESP-03-H,"San Cristobal County, EC",2020-06-24 19:13 EDT,Isla Espanola(9 days),-1.36648893356323,-89.699399471283,"","",Espanola 15,"015514309	3	M	2-3211047
","","","",2020-06-11 15:39 EDT,2020-06-24 19:12 EDT
NONE,Tortoise,ESP-04-H,"San Cristobal County, EC",2020-06-24 20:14 EDT,Isla Espanola(9 days),-1.36765837669373,-89.6922969818115,"","",Espanola 15,"16112529	4	H	2-3210885
","","","",2020-06-11 15:41 EDT,2020-06-24 20:14 EDT
NONE,Tortoise,ESP-05-M,"San Cristobal County, EC",2020-06-24 19:09 EDT,Isla Espanola(9 days),-1.3648796081543,-89.694550037384,"","",Espanola 15,"12068332	5	M	2-3210655
","","","",2020-06-11 15:53 EDT,2020-06-24 19:08 EDT
NONE,Tortoise,ESP-06-H,"San Cristobal County, EC",2020-06-24 19:56 EDT,Isla Espanola(9 days),-1.38143420219421,-89.7014379501343,"","",Espanola 15,"16015526	6	H	2-3211169
","","","",2020-06-11 16:10 EDT,2020-06-24 19:55 EDT
NONE,Tortoise,ESP-07-H,"San Cristobal County, EC",2020-06-24 18:56 EDT,Isla Espanola(9 days),-1.3643217086792,-89.6975755691528,"","",Espanola 15,17030541	7	H	2-3210215,"","","",2020-06-11 16:11 EDT,2020-06-24 18:55 EDT
NONE,Tortoise,ESP-08-H,"San Cristobal County, EC",2020-06-24 22:22 EDT,Isla Espanola(9 days),-1.36212229728699,-89.701566696167,"","",Espanola 15,"017535372	8	H	2-3210572
","","","",2020-06-11 16:12 EDT,2020-06-24 22:21 EDT
NONE,Tortoise,ESP-09-H,"San Cristobal County, EC",2020-06-24 23:04 EDT,Isla Espanola(9 days),-1.3616931438446,-89.6970176696777,"","",Espanola 15,"016020535	9	H	2-3208797
","","","",2020-06-11 16:13 EDT,2020-06-24 23:04 EDT
NONE,Tortoise,ESP-10-H,"San Cristobal County, EC",2020-06-24 18:56 EDT,Isla Espanola(9 days),-1.36704683303833,-89.6953439712524,"","",Espanola 15,"015775105	10	H	2-3209885
","","","",2020-06-11 16:14 EDT,2020-06-24 18:56 EDT
NONE,Tortoise,ESP-11-H,"San Cristobal County, EC",2020-06-24 21:59 EDT,Isla Espanola(9 days),-1.36348485946655,-89.6921896934509,"","",Espanola 15,"017559068	11	H	2-3210163
","","","",2020-06-11 16:15 EDT,2020-06-24 21:58 EDT
NONE,Tortoise,ESP-12-H,"San Cristobal County, EC",2020-06-24 20:33 EDT,Isla Espanola(9 days),-1.36422514915466,-89.6999573707581,"","",Espanola 15,"16064360	12	H	2-3210806
","","","",2020-06-11 16:16 EDT,2020-06-24 20:32 EDT
NONE,Tortoise,ESP-13-H,"San Cristobal County, EC",2020-06-24 22:03 EDT,Isla Espanola(9 days),-1.36433243751526,-89.6957731246948,"","",Espanola 15,"42075028	13	H	2-3207626
","","","",2020-06-11 16:17 EDT,2020-06-24 22:02 EDT
NONE,Tortoise,ESP-14-H,"San Cristobal County, EC",2020-06-24 19:12 EDT,Isla Espanola(9 days),-1.36541604995728,-89.6936702728271,"","",Espanola 15,"051866528	14	H	2-3211142
","","","",2020-06-11 16:17 EDT,2020-06-24 19:12 EDT
NONE,Tortoise,ESP-15-M,"San Cristobal County, EC",2020-06-24 21:41 EDT,Isla Espanola(9 days),-1.36236906051636,-89.6969962120056,"","",Espanola 15,"41864112	15	M	2-3208844
","","","",2020-06-11 16:18 EDT,2020-06-24 21:40 EDT

